community,community_area,population,category,total19,total20,total21,total22,total23,total24,total25,total26,last12mos,total_prior3years,avg_prior3years,inc_19to25,inc_19tolast12,inc_25tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate22,rate23,rate24,rate25,rate_last12,rate_prior3years
West Elsdon,62,18000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Elsdon,62,18000,Human Trafficking,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,5.6,0,0,0,1.7
West Elsdon,62,18000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Elsdon,62,18000,Liquor License,1,0,0,0,0,0,0,0,0,0,0,-100,-100,NA,NA,5.6,0,0,0,0,0,0,0,0
West Elsdon,62,18000,Misc Non-Index Offense,103,93,56,86,70,136,111,6,107,317,105.7,7.8,3.9,-3.6,1,572.2,516.7,311.1,477.8,388.9,755.6,616.7,594.4,587.2
West Elsdon,62,18000,Motor Vehicle Theft,38,30,37,70,150,104,72,7,78,326,108.7,89.5,105.3,8.3,-28,211.1,166.7,205.6,388.9,833.3,577.8,400,433.3,603.9
West Elsdon,62,18000,Murder,2,2,1,0,1,1,0,0,0,2,0.7,-100,-100,NA,-100,11.1,11.1,5.6,0,5.6,5.6,0,0,3.9
West Elsdon,62,18000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Elsdon,62,18000,Offenses Against Family,6,3,4,8,4,2,3,1,3,9,3,-50,-50,0,0,33.3,16.7,22.2,44.4,22.2,11.1,16.7,16.7,16.7
West Elsdon,62,18000,Prostitution,0,0,1,0,0,2,0,0,0,2,0.7,NA,NA,NA,-100,0,0,5.6,0,0,11.1,0,0,3.9
West Elsdon,62,18000,Robbery,26,33,34,32,34,50,26,1,27,110,36.7,0,3.8,3.8,-26,144.4,183.3,188.9,177.8,188.9,277.8,144.4,150,203.9
West Elsdon,62,18000,Simple Assault,44,39,30,45,58,70,55,3,55,183,61,25,25,0,-10,244.4,216.7,166.7,250,322.2,388.9,305.6,305.6,338.9
West Elsdon,62,18000,Simple Battery,145,90,91,122,133,151,161,14,159,445,148.3,11,9.7,-1.2,7,805.6,500,505.6,677.8,738.9,838.9,894.4,883.3,823.9
West Elsdon,62,18000,Stolen Property,0,0,1,0,2,0,0,0,0,2,0.7,NA,NA,NA,-100,0,0,5.6,0,11.1,0,0,0,3.9
West Elsdon,62,18000,Theft,135,93,74,108,92,108,92,13,94,292,97.3,-31.9,-30.4,2.2,-3,750,516.7,411.1,600,511.1,600,511.1,522.2,540.6
West Elsdon,62,18000,Theft Over $500,49,45,42,59,90,66,61,1,56,217,72.3,24.5,14.3,-8.2,-23,272.2,250,233.3,327.8,500,366.7,338.9,311.1,401.7
West Elsdon,62,18000,Vandalism,120,87,101,115,162,102,117,7,117,381,127,-2.5,-2.5,0,-8,666.7,483.3,561.1,638.9,900,566.7,650,650,705.6
West Elsdon,62,18000,Weapons Violation,21,30,34,38,44,33,21,1,19,98,32.7,0,-9.5,-9.5,-42,116.7,166.7,188.9,211.1,244.4,183.3,116.7,105.6,181.7
Gage Park,63,40000,Aggravated Assault,61,65,66,78,106,97,79,4,80,282,94,29.5,31.1,1.3,-15,152.5,162.5,165,195,265,242.5,197.5,200,235
Gage Park,63,40000,Aggravated Battery,48,56,49,70,71,79,58,4,55,208,69.3,20.8,14.6,-5.2,-21,120,140,122.5,175,177.5,197.5,145,137.5,173.2
Gage Park,63,40000,Arson,4,14,2,5,6,6,5,2,6,17,5.7,25,50,20,5,10,35,5,12.5,15,15,12.5,15,14.2
Gage Park,63,40000,Burglary,124,66,50,69,76,64,74,5,70,214,71.3,-40.3,-43.5,-5.4,-2,310,165,125,172.5,190,160,185,175,178.2
Gage Park,63,40000,Criminal Sexual Abuse,24,20,20,18,14,22,14,0,13,50,16.7,-41.7,-45.8,-7.1,-22,60,50,50,45,35,55,35,32.5,41.7
Gage Park,63,40000,Criminal Sexual Assault,19,15,14,18,18,14,14,2,14,46,15.3,-26.3,-26.3,0,-8,47.5,37.5,35,45,45,35,35,35,38.2
Gage Park,63,40000,Disorderly Conduct,17,14,5,1,13,13,10,0,9,36,12,-41.2,-47.1,-10,-25,42.5,35,12.5,2.5,32.5,32.5,25,22.5,30
Gage Park,63,40000,Drug Abuse,74,45,19,17,20,23,24,1,22,67,22.3,-67.6,-70.3,-8.3,-1,185,112.5,47.5,42.5,50,57.5,60,55,55.8
Gage Park,63,40000,Embezzlement,0,0,0,1,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,2.5,0,2.5,0,0,0.7
Gage Park,63,40000,Forgery & Counterfeiting,11,9,11,22,20,16,11,1,11,47,15.7,0,0,0,-30,27.5,22.5,27.5,55,50,40,27.5,27.5,39.2
Gage Park,63,40000,Fraud,108,93,111,95,113,103,115,5,107,331,110.3,6.5,-0.9,-7,-3,270,232.5,277.5,237.5,282.5,257.5,287.5,267.5,275.8
Gage Park,63,40000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Gage Park,63,40000,Human Trafficking,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,2.5,0,0,0,0,0
Gage Park,63,40000,Involuntary Manslaughter,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,2.5,0,0,0,0.7
Gage Park,63,40000,Liquor License,3,1,0,3,0,5,6,0,4,11,3.7,100,33.3,-33.3,8,7.5,2.5,0,7.5,0,12.5,15,10,9.2
Gage Park,63,40000,Misc Non-Index Offense,229,170,162,167,210,291,220,15,217,721,240.3,-3.9,-5.2,-1.4,-10,572.5,425,405,417.5,525,727.5,550,542.5,600.8
Gage Park,63,40000,Motor Vehicle Theft,77,71,88,152,240,212,137,13,128,589,196.3,77.9,66.2,-6.6,-35,192.5,177.5,220,380,600,530,342.5,320,490.8
Gage Park,63,40000,Murder,6,11,8,2,6,9,4,2,5,19,6.3,-33.3,-16.7,25,-21,15,27.5,20,5,15,22.5,10,12.5,15.8
Gage Park,63,40000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Gage Park,63,40000,Offenses Against Family,18,11,20,19,14,11,12,0,11,37,12.3,-33.3,-38.9,-8.3,-11,45,27.5,50,47.5,35,27.5,30,27.5,30.8
Gage Park,63,40000,Prostitution,2,1,2,4,0,0,1,0,0,1,0.3,-50,-100,-100,-100,5,2.5,5,10,0,0,2.5,0,0.7
Gage Park,63,40000,Robbery,98,68,65,99,110,128,58,5,51,296,98.7,-40.8,-48,-12.1,-48,245,170,162.5,247.5,275,320,145,127.5,246.8
Gage Park,63,40000,Simple Assault,146,105,118,126,146,189,122,5,117,457,152.3,-16.4,-19.9,-4.1,-23,365,262.5,295,315,365,472.5,305,292.5,380.8
Gage Park,63,40000,Simple Battery,355,303,278,309,379,414,359,26,360,1152,384,1.1,1.4,0.3,-6,887.5,757.5,695,772.5,947.5,1035,897.5,900,960
Gage Park,63,40000,Stolen Property,0,0,0,1,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,2.5,2.5,0,0,0,0.7
Gage Park,63,40000,Theft,287,173,189,238,283,343,520,46,535,1146,382,81.2,86.4,2.9,40,717.5,432.5,472.5,595,707.5,857.5,1300,1337.5,955
Gage Park,63,40000,Theft Over $500,103,77,102,145,126,104,61,4,63,291,97,-40.8,-38.8,3.3,-35,257.5,192.5,255,362.5,315,260,152.5,157.5,242.5
Gage Park,63,40000,Vandalism,243,217,216,226,277,249,226,19,234,752,250.7,-7,-3.7,3.5,-7,607.5,542.5,540,565,692.5,622.5,565,585,626.8
Gage Park,63,40000,Weapons Violation,105,119,99,82,128,113,75,3,70,316,105.3,-28.6,-33.3,-6.7,-34,262.5,297.5,247.5,205,320,282.5,187.5,175,263.2
Clearing,64,24000,Aggravated Assault,24,18,26,29,31,35,23,1,22,89,29.7,-4.2,-8.3,-4.3,-26,100,75,108.3,120.8,129.2,145.8,95.8,91.7,123.7
Clearing,64,24000,Aggravated Battery,14,11,18,15,15,24,25,0,24,64,21.3,78.6,71.4,-4,13,58.3,45.8,75,62.5,62.5,100,104.2,100,88.8
Clearing,64,24000,Arson,2,2,0,1,2,5,2,0,2,9,3,0,0,0,-33,8.3,8.3,0,4.2,8.3,20.8,8.3,8.3,12.5
Clearing,64,24000,Burglary,58,38,27,52,42,46,45,1,43,133,44.3,-22.4,-25.9,-4.4,-3,241.7,158.3,112.5,216.7,175,191.7,187.5,179.2,184.6
Clearing,64,24000,Criminal Sexual Abuse,6,9,14,7,6,6,8,0,8,20,6.7,33.3,33.3,0,19,25,37.5,58.3,29.2,25,25,33.3,33.3,27.9
Clearing,64,24000,Criminal Sexual Assault,9,8,2,4,3,3,8,0,8,14,4.7,-11.1,-11.1,0,70,37.5,33.3,8.3,16.7,12.5,12.5,33.3,33.3,19.6
Clearing,64,24000,Disorderly Conduct,4,1,0,0,3,3,4,0,3,10,3.3,0,-25,-25,-9,16.7,4.2,0,0,12.5,12.5,16.7,12.5,13.7
Clearing,64,24000,Drug Abuse,25,6,4,1,4,2,4,0,3,10,3.3,-84,-88,-25,-9,104.2,25,16.7,4.2,16.7,8.3,16.7,12.5,13.7
Clearing,64,24000,Embezzlement,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Clearing,64,24000,Forgery & Counterfeiting,10,11,8,47,27,9,3,0,3,39,13,-70,-70,0,-77,41.7,45.8,33.3,195.8,112.5,37.5,12.5,12.5,54.2
Clearing,64,24000,Fraud,103,142,156,80,117,77,88,9,83,282,94,-14.6,-19.4,-5.7,-12,429.2,591.7,650,333.3,487.5,320.8,366.7,345.8,391.7
Clearing,64,24000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Clearing,64,24000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Clearing,64,24000,Involuntary Manslaughter,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,4.2,0,0,0,0,0
Clearing,64,24000,Liquor License,0,0,0,0,0,0,2,1,3,2,0.7,NA,NA,50,329,0,0,0,0,0,0,8.3,12.5,2.9
Clearing,64,24000,Misc Non-Index Offense,132,92,132,128,157,140,149,11,146,446,148.7,12.9,10.6,-2,-2,550,383.3,550,533.3,654.2,583.3,620.8,608.3,619.6
Clearing,64,24000,Motor Vehicle Theft,26,35,28,89,153,131,93,8,90,377,125.7,257.7,246.2,-3.2,-28,108.3,145.8,116.7,370.8,637.5,545.8,387.5,375,523.8
Clearing,64,24000,Murder,1,2,0,0,1,0,1,0,1,2,0.7,0,0,0,43,4.2,8.3,0,0,4.2,0,4.2,4.2,2.9
Clearing,64,24000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Clearing,64,24000,Offenses Against Family,8,9,7,6,6,4,7,1,7,17,5.7,-12.5,-12.5,0,23,33.3,37.5,29.2,25,25,16.7,29.2,29.2,23.8
Clearing,64,24000,Prostitution,1,0,0,1,2,1,0,0,0,3,1,-100,-100,NA,-100,4.2,0,0,4.2,8.3,4.2,0,0,4.2
Clearing,64,24000,Robbery,13,22,19,18,17,19,11,0,9,47,15.7,-15.4,-30.8,-18.2,-43,54.2,91.7,79.2,75,70.8,79.2,45.8,37.5,65.4
Clearing,64,24000,Simple Assault,47,55,61,57,68,78,84,6,81,230,76.7,78.7,72.3,-3.6,6,195.8,229.2,254.2,237.5,283.3,325,350,337.5,319.6
Clearing,64,24000,Simple Battery,147,145,151,135,160,175,173,12,163,508,169.3,17.7,10.9,-5.8,-4,612.5,604.2,629.2,562.5,666.7,729.2,720.8,679.2,705.4
Clearing,64,24000,Stolen Property,0,0,0,0,0,0,2,0,2,2,0.7,NA,NA,0,186,0,0,0,0,0,0,8.3,8.3,2.9
Clearing,64,24000,Theft,123,92,86,109,119,96,118,7,113,333,111,-4.1,-8.1,-4.2,2,512.5,383.3,358.3,454.2,495.8,400,491.7,470.8,462.5
Clearing,64,24000,Theft Over $500,43,49,73,110,134,82,58,3,54,274,91.3,34.9,25.6,-6.9,-41,179.2,204.2,304.2,458.3,558.3,341.7,241.7,225,380.4
Clearing,64,24000,Vandalism,124,94,102,102,153,144,128,6,125,425,141.7,3.2,0.8,-2.3,-12,516.7,391.7,425,425,637.5,600,533.3,520.8,590.4
Clearing,64,24000,Weapons Violation,21,19,19,16,28,18,9,1,9,55,18.3,-57.1,-57.1,0,-51,87.5,79.2,79.2,66.7,116.7,75,37.5,37.5,76.2
West Lawn,65,34000,Aggravated Assault,34,35,48,42,37,34,41,3,39,112,37.3,20.6,14.7,-4.9,5,100,102.9,141.2,123.5,108.8,100,120.6,114.7,109.7
West Lawn,65,34000,Aggravated Battery,24,34,34,40,39,27,33,5,35,99,33,37.5,45.8,6.1,6,70.6,100,100,117.6,114.7,79.4,97.1,102.9,97.1
West Lawn,65,34000,Arson,2,0,3,3,5,6,2,0,2,13,4.3,0,0,0,-53,5.9,0,8.8,8.8,14.7,17.6,5.9,5.9,12.6
West Lawn,65,34000,Burglary,92,48,56,66,99,71,65,3,67,235,78.3,-29.3,-27.2,3.1,-14,270.6,141.2,164.7,194.1,291.2,208.8,191.2,197.1,230.3
West Lawn,65,34000,Criminal Sexual Abuse,13,8,14,15,9,17,14,0,13,40,13.3,7.7,0,-7.1,-2,38.2,23.5,41.2,44.1,26.5,50,41.2,38.2,39.1
West Lawn,65,34000,Criminal Sexual Assault,15,10,12,11,10,13,10,0,10,33,11,-33.3,-33.3,0,-9,44.1,29.4,35.3,32.4,29.4,38.2,29.4,29.4,32.4
West Lawn,65,34000,Disorderly Conduct,6,1,0,4,11,11,11,0,10,33,11,83.3,66.7,-9.1,-9,17.6,2.9,0,11.8,32.4,32.4,32.4,29.4,32.4
West Lawn,65,34000,Drug Abuse,27,19,5,6,8,11,12,1,12,31,10.3,-55.6,-55.6,0,17,79.4,55.9,14.7,17.6,23.5,32.4,35.3,35.3,30.3
West Lawn,65,34000,Embezzlement,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Lawn,65,34000,Forgery & Counterfeiting,18,7,4,63,19,10,6,0,5,35,11.7,-66.7,-72.2,-16.7,-57,52.9,20.6,11.8,185.3,55.9,29.4,17.6,14.7,34.4
West Lawn,65,34000,Fraud,115,148,151,110,108,108,93,7,87,309,103,-19.1,-24.3,-6.5,-16,338.2,435.3,444.1,323.5,317.6,317.6,273.5,255.9,302.9
West Lawn,65,34000,Gambling,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Lawn,65,34000,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Lawn,65,34000,Involuntary Manslaughter,0,0,0,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,0,0,0,2.9,0,0,0,0.9
West Lawn,65,34000,Liquor License,1,0,1,0,1,2,1,0,1,4,1.3,0,0,0,-23,2.9,0,2.9,0,2.9,5.9,2.9,2.9,3.8
West Lawn,65,34000,Misc Non-Index Offense,176,123,105,124,146,186,184,7,174,516,172,4.5,-1.1,-5.4,1,517.6,361.8,308.8,364.7,429.4,547.1,541.2,511.8,505.9
West Lawn,65,34000,Motor Vehicle Theft,71,51,64,136,278,288,163,7,156,729,243,129.6,119.7,-4.3,-36,208.8,150,188.2,400,817.6,847.1,479.4,458.8,714.7
West Lawn,65,34000,Murder,1,1,2,3,1,0,2,0,2,3,1,100,100,0,100,2.9,2.9,5.9,8.8,2.9,0,5.9,5.9,2.9
West Lawn,65,34000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
West Lawn,65,34000,Offenses Against Family,5,9,10,5,10,10,9,0,8,29,9.7,80,60,-11.1,-18,14.7,26.5,29.4,14.7,29.4,29.4,26.5,23.5,28.5
West Lawn,65,34000,Prostitution,0,1,0,1,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,2.9,0,2.9,2.9,0,0,0,0.9
West Lawn,65,34000,Robbery,50,42,41,65,39,42,33,2,31,114,38,-34,-38,-6.1,-18,147.1,123.5,120.6,191.2,114.7,123.5,97.1,91.2,111.8
West Lawn,65,34000,Simple Assault,93,71,64,73,99,116,103,3,99,318,106,10.8,6.5,-3.9,-7,273.5,208.8,188.2,214.7,291.2,341.2,302.9,291.2,311.8
West Lawn,65,34000,Simple Battery,266,163,202,211,216,278,241,23,245,735,245,-9.4,-7.9,1.7,0,782.4,479.4,594.1,620.6,635.3,817.6,708.8,720.6,720.6
West Lawn,65,34000,Stolen Property,0,0,0,1,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,0,2.9,0,0,2.9,2.9,0.9
West Lawn,65,34000,Theft,369,255,176,251,236,354,410,33,411,1000,333.3,11.1,11.4,0.2,23,1085.3,750,517.6,738.2,694.1,1041.2,1205.9,1208.8,980.3
West Lawn,65,34000,Theft Over $500,84,65,74,160,151,119,82,3,76,352,117.3,-2.4,-9.5,-7.3,-35,247.1,191.2,217.6,470.6,444.1,350,241.2,223.5,345
West Lawn,65,34000,Vandalism,199,134,168,168,269,246,174,16,178,689,229.7,-12.6,-10.6,2.3,-23,585.3,394.1,494.1,494.1,791.2,723.5,511.8,523.5,675.6
West Lawn,65,34000,Weapons Violation,35,36,34,57,67,46,38,1,32,151,50.3,8.6,-8.6,-15.8,-36,102.9,105.9,100,167.6,197.1,135.3,111.8,94.1,147.9
Chicago Lawn,66,56000,Aggravated Assault,169,160,208,184,170,224,175,21,180,569,189.7,3.6,6.5,2.9,-5,301.8,285.7,371.4,328.6,303.6,400,312.5,321.4,338.8
Chicago Lawn,66,56000,Aggravated Battery,182,222,212,174,208,209,191,12,190,608,202.7,4.9,4.4,-0.5,-6,325,396.4,378.6,310.7,371.4,373.2,341.1,339.3,362
Chicago Lawn,66,56000,Arson,12,15,24,22,13,20,15,0,14,48,16,25,16.7,-6.7,-12,21.4,26.8,42.9,39.3,23.2,35.7,26.8,25,28.6
Chicago Lawn,66,56000,Burglary,301,255,186,194,149,121,146,11,142,416,138.7,-51.5,-52.8,-2.7,2,537.5,455.4,332.1,346.4,266.1,216.1,260.7,253.6,247.7
Chicago Lawn,66,56000,Criminal Sexual Abuse,29,32,26,20,33,38,34,0,31,105,35,17.2,6.9,-8.8,-11,51.8,57.1,46.4,35.7,58.9,67.9,60.7,55.4,62.5
Chicago Lawn,66,56000,Criminal Sexual Assault,50,29,39,48,54,33,51,5,53,138,46,2,6,3.9,15,89.3,51.8,69.6,85.7,96.4,58.9,91.1,94.6,82.1
Chicago Lawn,66,56000,Disorderly Conduct,49,21,16,10,13,28,39,4,38,80,26.7,-20.4,-22.4,-2.6,42,87.5,37.5,28.6,17.9,23.2,50,69.6,67.9,47.7
Chicago Lawn,66,56000,Drug Abuse,226,116,92,78,118,177,189,31,212,484,161.3,-16.4,-6.2,12.2,31,403.6,207.1,164.3,139.3,210.7,316.1,337.5,378.6,288
Chicago Lawn,66,56000,Embezzlement,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,1.8,0,0,0,0,0,0,0
Chicago Lawn,66,56000,Forgery & Counterfeiting,17,12,12,35,24,30,15,1,15,69,23,-11.8,-11.8,0,-35,30.4,21.4,21.4,62.5,42.9,53.6,26.8,26.8,41.1
Chicago Lawn,66,56000,Fraud,249,270,282,226,309,258,223,33,231,790,263.3,-10.4,-7.2,3.6,-12,444.6,482.1,503.6,403.6,551.8,460.7,398.2,412.5,470.2
Chicago Lawn,66,56000,Gambling,11,0,7,3,1,0,1,0,1,2,0.7,-90.9,-90.9,0,43,19.6,0,12.5,5.4,1.8,0,1.8,1.8,1.2
Chicago Lawn,66,56000,Human Trafficking,0,0,0,0,1,0,0,1,1,1,0.3,NA,NA,NA,233,0,0,0,0,1.8,0,0,1.8,0.5
Chicago Lawn,66,56000,Involuntary Manslaughter,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Chicago Lawn,66,56000,Liquor License,3,3,5,4,3,7,0,0,0,10,3.3,-100,-100,NA,-100,5.4,5.4,8.9,7.1,5.4,12.5,0,0,5.9
Chicago Lawn,66,56000,Misc Non-Index Offense,596,471,455,424,469,628,570,39,545,1667,555.7,-4.4,-8.6,-4.4,-2,1064.3,841.1,812.5,757.1,837.5,1121.4,1017.9,973.2,992.3
Chicago Lawn,66,56000,Motor Vehicle Theft,201,235,203,366,564,402,289,32,299,1255,418.3,43.8,48.8,3.5,-29,358.9,419.6,362.5,653.6,1007.1,717.9,516.1,533.9,747
Chicago Lawn,66,56000,Murder,16,22,25,18,18,12,6,1,5,36,12,-62.5,-68.8,-16.7,-58,28.6,39.3,44.6,32.1,32.1,21.4,10.7,8.9,21.4
Chicago Lawn,66,56000,Obscenity,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
Chicago Lawn,66,56000,Offenses Against Family,34,30,38,26,33,25,16,4,18,74,24.7,-52.9,-47.1,12.5,-27,60.7,53.6,67.9,46.4,58.9,44.6,28.6,32.1,44.1
Chicago Lawn,66,56000,Prostitution,8,3,1,1,2,2,2,0,2,6,2,-75,-75,0,0,14.3,5.4,1.8,1.8,3.6,3.6,3.6,3.6,3.6
Chicago Lawn,66,56000,Robbery,228,188,177,226,183,195,124,11,119,502,167.3,-45.6,-47.8,-4,-29,407.1,335.7,316.1,403.6,326.8,348.2,221.4,212.5,298.8
Chicago Lawn,66,56000,Simple Assault,440,313,304,326,365,409,382,16,374,1156,385.3,-13.2,-15,-2.1,-3,785.7,558.9,542.9,582.1,651.8,730.4,682.1,667.9,688
Chicago Lawn,66,56000,Simple Battery,1025,874,813,784,852,896,825,55,804,2573,857.7,-19.5,-21.6,-2.5,-6,1830.4,1560.7,1451.8,1400,1521.4,1600,1473.2,1435.7,1531.6
Chicago Lawn,66,56000,Stolen Property,3,3,0,2,1,2,0,0,0,3,1,-100,-100,NA,-100,5.4,5.4,0,3.6,1.8,3.6,0,0,1.8
Chicago Lawn,66,56000,Theft,653,508,427,545,528,523,569,49,557,1620,540,-12.9,-14.7,-2.1,3,1166.1,907.1,762.5,973.2,942.9,933.9,1016.1,994.6,964.3
Chicago Lawn,66,56000,Theft Over $500,265,217,197,293,292,232,146,11,148,670,223.3,-44.9,-44.2,1.4,-34,473.2,387.5,351.8,523.2,521.4,414.3,260.7,264.3,398.8
Chicago Lawn,66,56000,Vandalism,609,634,635,571,663,606,540,42,543,1809,603,-11.3,-10.8,0.6,-10,1087.5,1132.1,1133.9,1019.6,1183.9,1082.1,964.3,969.6,1076.8
Chicago Lawn,66,56000,Weapons Violation,153,263,242,263,214,235,171,17,172,620,206.7,11.8,12.4,0.6,-17,273.2,469.6,432.1,469.6,382.1,419.6,305.4,307.1,369.1
West Englewood,67,30000,Aggravated Assault,251,248,267,228,223,190,156,12,157,569,189.7,-37.8,-37.5,0.6,-17,836.7,826.7,890,760,743.3,633.3,520,523.3,632.3
West Englewood,67,30000,Aggravated Battery,338,381,343,265,265,250,208,14,209,723,241,-38.5,-38.2,0.5,-13,1126.7,1270,1143.3,883.3,883.3,833.3,693.3,696.7,803.3
West Englewood,67,30000,Arson,16,18,27,19,14,18,10,0,9,42,14,-37.5,-43.8,-10,-36,53.3,60,90,63.3,46.7,60,33.3,30,46.7
West Englewood,67,30000,Burglary,269,199,154,145,110,94,108,12,114,312,104,-59.9,-57.6,5.6,10,896.7,663.3,513.3,483.3,366.7,313.3,360,380,346.7
West Englewood,67,30000,Criminal Sexual Abuse,24,16,20,20,15,20,24,1,21,59,19.7,0,-12.5,-12.5,7,80,53.3,66.7,66.7,50,66.7,80,70,65.7
West Englewood,67,30000,Criminal Sexual Assault,41,44,39,39,42,36,33,2,33,111,37,-19.5,-19.5,0,-11,136.7,146.7,130,130,140,120,110,110,123.3
West Englewood,67,30000,Disorderly Conduct,92,44,17,21,31,48,47,10,53,126,42,-48.9,-42.4,12.8,26,306.7,146.7,56.7,70,103.3,160,156.7,176.7,140
West Englewood,67,30000,Drug Abuse,385,237,149,87,158,157,191,17,192,506,168.7,-50.4,-50.1,0.5,14,1283.3,790,496.7,290,526.7,523.3,636.7,640,562.3
West Englewood,67,30000,Embezzlement,0,1,2,0,2,0,0,0,0,2,0.7,NA,NA,NA,-100,0,3.3,6.7,0,6.7,0,0,0,2.3
West Englewood,67,30000,Forgery & Counterfeiting,28,14,8,16,17,17,12,0,11,46,15.3,-57.1,-60.7,-8.3,-28,93.3,46.7,26.7,53.3,56.7,56.7,40,36.7,51
West Englewood,67,30000,Fraud,252,236,206,165,204,180,163,18,167,547,182.3,-35.3,-33.7,2.5,-8,840,786.7,686.7,550,680,600,543.3,556.7,607.7
West Englewood,67,30000,Gambling,4,2,1,0,2,0,0,0,0,2,0.7,-100,-100,NA,-100,13.3,6.7,3.3,0,6.7,0,0,0,2.3
West Englewood,67,30000,Human Trafficking,2,0,0,1,0,0,1,0,1,1,0.3,-50,-50,0,233,6.7,0,0,3.3,0,0,3.3,3.3,1
West Englewood,67,30000,Involuntary Manslaughter,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,3.3,0,0,0,0,0,0
West Englewood,67,30000,Liquor License,3,0,3,1,1,2,1,0,1,4,1.3,-66.7,-66.7,0,-23,10,0,10,3.3,3.3,6.7,3.3,3.3,4.3
West Englewood,67,30000,Misc Non-Index Offense,687,449,443,388,437,520,497,40,485,1454,484.7,-27.7,-29.4,-2.4,0,2290,1496.7,1476.7,1293.3,1456.7,1733.3,1656.7,1616.7,1615.7
West Englewood,67,30000,Motor Vehicle Theft,185,234,234,369,467,366,278,19,275,1111,370.3,50.3,48.6,-1.1,-26,616.7,780,780,1230,1556.7,1220,926.7,916.7,1234.3
West Englewood,67,30000,Murder,19,34,21,30,34,17,8,0,8,59,19.7,-57.9,-57.9,0,-59,63.3,113.3,70,100,113.3,56.7,26.7,26.7,65.7
West Englewood,67,30000,Obscenity,0,0,0,0,1,0,1,0,1,2,0.7,NA,NA,0,43,0,0,0,0,3.3,0,3.3,3.3,2.3
West Englewood,67,30000,Offenses Against Family,42,30,25,18,11,22,16,4,16,49,16.3,-61.9,-61.9,0,-2,140,100,83.3,60,36.7,73.3,53.3,53.3,54.3
West Englewood,67,30000,Prostitution,36,34,5,7,11,1,1,0,1,13,4.3,-97.2,-97.2,0,-77,120,113.3,16.7,23.3,36.7,3.3,3.3,3.3,14.3
West Englewood,67,30000,Robbery,213,235,148,224,181,213,117,8,108,511,170.3,-45.1,-49.3,-7.7,-37,710,783.3,493.3,746.7,603.3,710,390,360,567.7
West Englewood,67,30000,Simple Assault,486,358,346,301,276,309,343,26,340,928,309.3,-29.4,-30,-0.9,10,1620,1193.3,1153.3,1003.3,920,1030,1143.3,1133.3,1031
West Englewood,67,30000,Simple Battery,1318,983,859,742,728,758,740,52,736,2226,742,-43.9,-44.2,-0.5,-1,4393.3,3276.7,2863.3,2473.3,2426.7,2526.7,2466.7,2453.3,2473.3
West Englewood,67,30000,Stolen Property,1,0,1,0,0,1,1,1,2,2,0.7,0,100,100,186,3.3,0,3.3,0,0,3.3,3.3,6.7,2.3
